Country,1 category,2 category,Product,Year,Income in USD
Alemania,No minero,Frutas y frutos ,Ciruelas,2020,17235942,77
Alemania,No minero,Frutas y frutos ,Uvas ,2020,8776417,93
Alemania,No minero,Frutas y frutos ,Avellanas,2020,418129
Alemania,No minero,Frutas y frutos ,Peras,2020,6340205,38
Alemania,No minero,Frutas y frutos ,Paltas,2020,4507477,98
Alemania,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,2267135,91
Alemania,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,2386402,81
Alemania,No minero,Frutas y frutos ,Kiwis,2020,1254129,09
Alemania,No minero,Frutas y frutos ,Frambuesas y moras,2020,376431,24
Alemania,No minero,Frutas y frutos ,Cerezas,2020,553057
Alemania,No minero,Frutas y frutos ,Maquis,2020,284776
Alemania,No minero,Frutas y frutos ,Frutillas,2020,62245,73
Alemania,No minero,Frutas y frutos ,Limones,2020,55532
Alemania,No minero,Frutas y frutos ,Mandarinas y clementinas,2020,311528,03
Alemania,No minero,Frutas y frutos ,Naranjas,2020,0
Alemania,No minero,Vitivinícola,Vinos,2020,31958836,03
Alemania,No minero,Vitivinícola,Mostos de uva,2020,27565172,72
Alemania,No minero,Vitivinícola,Vinos espumosos,2020,13950,13
Alemania,No minero,Productos del mar,Salmones y truchas,2020,38182982,55
Alemania,No minero,Productos del mar,Harinas de pescado,2020,0
Alemania,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,4298432,24
Alemania,No minero,Productos del mar,Resto Productos del mar,2020,1706937,61
Alemania,No minero,Productos del mar,Grasas y aceites de pescado,2020,82310,41
Alemania,No minero,Productos del mar,Moluscos,2020,0
Alemania,No minero,Productos del mar,Jureles,2020,22107
Alemania,No minero,Productos del mar,Algas,2020,19246,52
Alemania,No minero,Productos del mar,Erizos,2020,0
Alemania,No minero,Resto No minería,Resto No minería,2020,45079845,52
Alemania,No minero,Otros alimentos,Carnes de ave,2020,21600399,06
Alemania,No minero,Otros alimentos,Miel,2020,4766188,62
Alemania,No minero,Otros alimentos,Carnes de porcino,2020,5607519,74
Alemania,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,1293100,05
Alemania,No minero,Otros alimentos,Cecinas y embutidos,2020,0
Alemania,No minero,Otros alimentos,Resto Otros alimentos,2020,1531889,59
Alemania,No minero,Otros alimentos,Carnes de otras especies,2020,2670058,01
Alemania,No minero,Otros alimentos,Hortalizas y tubérculos,2020,832869,63
Alemania,No minero,Otros alimentos,Tomates preprarados o conservados,2020,390483,96
Alemania,No minero,Otros alimentos,Carnes de bovino,2020,229238,76
Alemania,No minero,Otros alimentos,Aceites de oliva,2020,54492,97
Alemania,No minero,Otros alimentos,Granos de avena,2020,0
Alemania,No minero,Otros alimentos,Leche y otros productos lácteos,2020,0
Alemania,No minero,Forestales y sus derivados,Celulosa,2020,40785645,25
Alemania,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,1315066,21
Alemania,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,106020,37
Alemania,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,37557,36
Alemania,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,26495102,66
Alemania,No minero,Otros productos relevantes,Óxidos e hidróxidos de molibdeno,2020,342465,59
Alemania,No minero,Otros productos relevantes,Semillas para siembra,2020,2113464,56
Alemania,No minero,Otros productos relevantes,Medicamentos,2020,21637,16
Alemania,No minero,Otros productos relevantes,Nitratos de potasio,2020,0
Alemania,No minero,Otros productos relevantes,Neumáticos,2020,200
Alemania,No minero,Otros productos relevantes,Abonos,2020,0
Alemania,No minero,Otros productos relevantes,Ferroaleaciones,2020,0
Suiza,Minero,Minería,Oro,2020,755600974,7
Suiza,Minero,Minería,Plata,2020,34922399,09
Suiza,Minero,Minería,Minerales de cobre y sus concentrados,2020,0
Suiza,Minero,Minería,Resto Minería,2020,2597651,35
Suiza,Minero,Minería,Minerales de molibdeno y sus concentrados,2020,0
Suiza,Minero,Minería,Cobre,2020,0
Suiza,Minero,Minería,Litio,2020,0
Suiza,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,30687413,48
Suiza,No minero,Frutas y frutos ,Nueces de nogal,2020,6795303,27
Suiza,No minero,Frutas y frutos ,Paltas,2020,3782041,35
Suiza,No minero,Frutas y frutos ,Frambuesas y moras,2020,1244604,45
Suiza,No minero,Frutas y frutos ,Manzanas,2020,310614,8
Suiza,No minero,Frutas y frutos ,Ciruelas,2020,306078,97
Suiza,No minero,Frutas y frutos ,Uvas ,2020,308076,56
Suiza,No minero,Frutas y frutos ,Kiwis,2020,60934,36
Suiza,No minero,Frutas y frutos ,Arándanos,2020,107985,56
Suiza,No minero,Frutas y frutos ,Cerezas,2020,0
Suiza,No minero,Frutas y frutos ,Peras,2020,0
Suiza,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,0
Suiza,No minero,Vitivinícola,Vinos,2020,5687711,55
Suiza,No minero,Vitivinícola,Mostos de uva,2020,772478,09
Suiza,No minero,Vitivinícola,Vinos espumosos,2020,0
Suiza,No minero,Resto No minería,Resto No minería,2020,5308120,5
Suiza,No minero,Otros alimentos,Miel,2020,127338,5
Suiza,No minero,Otros alimentos,Resto Otros alimentos,2020,429932,2
Suiza,No minero,Otros alimentos,Tomates preprarados o conservados,2020,0
Suiza,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,275772
Suiza,No minero,Otros alimentos,Carnes de bovino,2020,189716,33
Suiza,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Suiza,No minero,Otros alimentos,Carnes de otras especies,2020,0
Suiza,No minero,Otros alimentos,Leche y otros productos lácteos,2020,120
Suiza,No minero,Otros productos relevantes,Medicamentos,2020,940
Suiza,No minero,Otros productos relevantes,Nitratos de potasio,2020,0
Suiza,No minero,Otros productos relevantes,Semillas para siembra,2020,0
Suiza,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,164721
Suiza,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,248,17
Suiza,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,1030
Suiza,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,485,19
Argentina,No minero,Resto No minería,Resto No minería,2020,291668362
Argentina,No minero,Otros productos relevantes,Alambres de cobre,2020,52515865,26
Argentina,No minero,Otros productos relevantes,Nitratos de potasio,2020,11476594,05
Argentina,No minero,Otros productos relevantes,Abonos,2020,5201651,27
Argentina,No minero,Otros productos relevantes,Ferroaleaciones,2020,237360
Argentina,No minero,Otros productos relevantes,Metanol,2020,0
Argentina,No minero,Otros productos relevantes,Medicamentos,2020,647480,18
Argentina,No minero,Otros productos relevantes,Semillas para siembra,2020,3921859,17
Argentina,No minero,Otros productos relevantes,Neumáticos,2020,3073343,41
Argentina,No minero,Otros productos relevantes,Óxidos e hidróxidos de molibdeno,2020,71900
Argentina,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,39658256,97
Argentina,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,24986161,5
Argentina,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,10545806,2
Argentina,No minero,Forestales y sus derivados,Celulosa,2020,5823539,24
Argentina,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,58490630,66
Argentina,No minero,Productos del mar,Salmones y truchas,2020,34266429,46
Argentina,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,7942562,61
Argentina,No minero,Productos del mar,Moluscos,2020,471567,2
Argentina,No minero,Productos del mar,Grasas y aceites de pescado,2020,901519,41
Argentina,No minero,Productos del mar,Harinas de pescado,2020,315797,09
Argentina,No minero,Productos del mar,Algas,2020,337500
Argentina,No minero,Productos del mar,Resto Productos del mar,2020,2100
Argentina,No minero,Frutas y frutos ,Paltas,2020,29713910,55
Argentina,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,14880441,16
Argentina,No minero,Frutas y frutos ,Kiwis,2020,5716477,34
Argentina,No minero,Frutas y frutos ,Manzanas,2020,992971,55
Argentina,No minero,Frutas y frutos ,Frambuesas y moras,2020,1349745,16
Argentina,No minero,Frutas y frutos ,Arándanos,2020,398879,19
Argentina,No minero,Frutas y frutos ,Uvas ,2020,562289
Argentina,No minero,Frutas y frutos ,Ciruelas,2020,521353,07
Argentina,No minero,Frutas y frutos ,Limones,2020,1772641,28
Argentina,No minero,Frutas y frutos ,Frutillas,2020,224488,78
Argentina,No minero,Frutas y frutos ,Avellanas,2020,897400
Argentina,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,206637,26
Argentina,No minero,Frutas y frutos ,Nueces de nogal,2020,299043
Argentina,No minero,Frutas y frutos ,Cerezas,2020,160524
Argentina,No minero,Frutas y frutos ,Peras,2020,0
Argentina,No minero,Frutas y frutos ,Naranjas,2020,0
Argentina,No minero,Frutas y frutos ,Mandarinas y clementinas,2020,17280
Argentina,No minero,Otros alimentos,Resto Otros alimentos,2020,21473200,59
Argentina,No minero,Otros alimentos,Tomates preprarados o conservados,2020,33277484,47
Argentina,No minero,Otros alimentos,Granos de avena,2020,2575653,64
Argentina,No minero,Otros alimentos,Hortalizas y tubérculos,2020,1473623,48
Argentina,No minero,Otros alimentos,Leche y otros productos lácteos,2020,0
Argentina,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,135638,01
Argentina,No minero,Otros alimentos,Aceites de oliva,2020,260,49
Argentina,No minero,Otros alimentos,Carnes de porcino,2020,0
Argentina,No minero,Otros alimentos,Cecinas y embutidos,2020,0
Argentina,No minero,Vitivinícola,Mostos de uva,2020,33779
Argentina,No minero,Vitivinícola,Vinos,2020,752448,03
Argentina,No minero,Vitivinícola,Vinos espumosos,2020,0
Argentina,Minero,Minería,Resto Minería,2020,1981422,42
Argentina,Minero,Minería,Cobre,2020,6154575,3
Argentina,Minero,Minería,Minerales de hierro y sus concentrados,2020,0
Argentina,Minero,Minería,Litio,2020,1232062
Argentina,Minero,Minería,Yodo,2020,2237426,87
Argentina,Minero,Minería,Sal gema, sal de salinas y sal marina,2020,1428832,35
Argentina,Minero,Minería,Minerales de molibdeno y sus concentrados,2020,211741,4
Argentina,Minero,Minería,Plata,2020,518432,89
Italia,No minero,Frutas y frutos ,Avellanas,2020,140588373,9
Italia,No minero,Frutas y frutos ,Nueces de nogal,2020,37641073,51
Italia,No minero,Frutas y frutos ,Kiwis,2020,20461816,75
Italia,No minero,Frutas y frutos ,Peras,2020,17791778,14
Italia,No minero,Frutas y frutos ,Ciruelas,2020,11624259,29
Italia,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,3851533,94
Italia,No minero,Frutas y frutos ,Uvas ,2020,4138540,42
Italia,No minero,Frutas y frutos ,Manzanas,2020,5852104,6
Italia,No minero,Frutas y frutos ,Arándanos,2020,877674,77
Italia,No minero,Frutas y frutos ,Limones,2020,987514,44
Italia,No minero,Frutas y frutos ,Cerezas,2020,528464,71
Italia,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,642338,6
Italia,No minero,Frutas y frutos ,Frambuesas y moras,2020,205772
Italia,No minero,Frutas y frutos ,Paltas,2020,223662,73
Italia,No minero,Frutas y frutos ,Maquis,2020,0
Italia,No minero,Frutas y frutos ,Naranjas,2020,99261,56
Italia,No minero,Frutas y frutos ,Frutillas,2020,0
Italia,No minero,Forestales y sus derivados,Celulosa,2020,50624439,09
Italia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,11770536,82
Italia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,15978311,8
Italia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,72440,22
Italia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,24237831,71
Italia,No minero,Productos del mar,Harinas de pescado,2020,13171029,4
Italia,No minero,Productos del mar,Salmones y truchas,2020,5401552,15
Italia,No minero,Productos del mar,Resto Productos del mar,2020,3924450,92
Italia,No minero,Productos del mar,Moluscos,2020,282153,29
Italia,No minero,Productos del mar,Jureles,2020,224944,8
Italia,No minero,Productos del mar,Algas,2020,0
Italia,No minero,Resto No minería,Resto No minería,2020,17258190,45
Italia,No minero,Otros alimentos,Hortalizas y tubérculos,2020,3814195,6
Italia,No minero,Otros alimentos,Tomates preprarados o conservados,2020,2889455,86
Italia,No minero,Otros alimentos,Carnes de ave,2020,0
Italia,No minero,Otros alimentos,Resto Otros alimentos,2020,1339087,32
Italia,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,584348,22
Italia,No minero,Otros alimentos,Carnes de porcino,2020,72838,94
Italia,No minero,Otros alimentos,Aceites de oliva,2020,0
Italia,No minero,Otros alimentos,Cecinas y embutidos,2020,0
Italia,No minero,Otros alimentos,Miel,2020,34650
Italia,No minero,Otros alimentos,Carnes de otras especies,2020,148387,49
Italia,No minero,Otros alimentos,Granos de avena,2020,0
Italia,No minero,Otros productos relevantes,Abonos,2020,4901019,97
Italia,No minero,Otros productos relevantes,Nitratos de potasio,2020,1871279,82
Italia,No minero,Otros productos relevantes,Semillas para siembra,2020,791607,78
Italia,No minero,Otros productos relevantes,Metanol,2020,0
Italia,No minero,Otros productos relevantes,Ferroaleaciones,2020,0
Italia,No minero,Otros productos relevantes,Óxidos e hidróxidos de molibdeno,2020,86180,7
Italia,No minero,Otros productos relevantes,Neumáticos,2020,650,25
Italia,No minero,Otros productos relevantes,Medicamentos,2020,1781,22
Italia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,2094492,43
Italia,No minero,Vitivinícola,Vinos,2020,776089,38
Italia,No minero,Vitivinícola,Mostos de uva,2020,79200
Italia,No minero,Vitivinícola,Vinos espumosos,2020,126
Italia,Minero,Minería,Cobre,2020,92282587,22
Italia,Minero,Minería,Minerales de molibdeno y sus concentrados,2020,20082096,65
Italia,Minero,Minería,Oro,2020,31758825,3
Italia,Minero,Minería,Yodo,2020,13247037,48
Italia,Minero,Minería,Litio,2020,0
Italia,Minero,Minería,Plata,2020,0
Italia,Minero,Minería,Resto Minería,2020,96785,22
Italia,Minero,Minería,Minerales de hierro y sus concentrados,2020,0
Colombia,No minero,Resto No minería,Resto No minería,2020,168964440,9
Colombia,No minero,Frutas y frutos ,Manzanas,2020,62967695,84
Colombia,No minero,Frutas y frutos ,Peras,2020,17947502,14
Colombia,No minero,Frutas y frutos ,Uvas ,2020,9937407,89
Colombia,No minero,Frutas y frutos ,Kiwis,2020,4835514,72
Colombia,No minero,Frutas y frutos ,Ciruelas,2020,4315994,7
Colombia,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,1481651,12
Colombia,No minero,Frutas y frutos ,Cerezas,2020,1243499,47
Colombia,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,335315,07
Colombia,No minero,Frutas y frutos ,Naranjas,2020,390265,2
Colombia,No minero,Frutas y frutos ,Arándanos,2020,165254,26
Colombia,No minero,Frutas y frutos ,Nueces de nogal,2020,406236,97
Colombia,No minero,Frutas y frutos ,Frambuesas y moras,2020,87063,33
Colombia,No minero,Frutas y frutos ,Avellanas,2020,124618
Colombia,No minero,Frutas y frutos ,Limones,2020,101651,3
Colombia,No minero,Frutas y frutos ,Mandarinas y clementinas,2020,113243,6
Colombia,No minero,Frutas y frutos ,Paltas,2020,0
Colombia,No minero,Frutas y frutos ,Frutillas,2020,0
Colombia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,28721301,84
Colombia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,32723152,26
Colombia,No minero,Forestales y sus derivados,Celulosa,2020,22097902,25
Colombia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,1894260
Colombia,No minero,Otros alimentos,Resto Otros alimentos,2020,34653098,38
Colombia,No minero,Otros alimentos,Granos de avena,2020,27346366,18
Colombia,No minero,Otros alimentos,Cecinas y embutidos,2020,11772486,05
